sampletweets,label
modi pure nationalist without any question your pappu family deshdrohi looted india joined back hand with pak,1
where was your moral compass when prime minster modi was calledneech aadmi yamraj maut saudagar ravan gandi nali keeda monkey rabies victim virus bhasmasur gangu teli goon was hiding the toilet sniffing cocaine like leader pappu gandhi does,0
plz provide link see the modi waived loans worth lakhs crores plz plz,1
this scheme game changer need solid marketing learn from modi gave per year and calculating for years and saying more than upa loan waiver btw accha kiya scheme rsday bolke project kar diya,1
sir shocked see there are mobile charging points sleeper coaches ddnkcvl exp such long route train missing this amenity disgrace the vision and action narendra modi govt pls act,0
they wonâ€™ understand because currently for bjpâ€™ failure their modi blaming congress,0
necessary after anyone who much just talks with modi geez this worse than kindergarten,0
she targeting modi for the failure provide jobs the last one year tavleen any hcc project hold,0
why made people levied cst lst and many taxes your regime power royal family and its courtier focused loot only and not public due pressure modi honesty all had encourage good work for people,1
modi has edge over rivals digital outreach struck chord with all prasad economic times,1
where are crore jobs where are smart cities where farmers msp what was the benefits demonetization where lakh why â‚¹ against why petrol answer chose prime minister who can,1
congratulations â€™ more power you bless you with success always,1
more than doctors from across the country have written prime minister narendra modi enforce the ban electronic nicotine delivery systems,1
sir please give example above mentioned things dont spread propaganda here they did something doesnt mean that modi boot lickers should the same not nationalist aisa kya kiya,0
last years what new robust india modi made few achievements are statue politics more cease fire violations pakistan more killings our soldiers border huge unemployment s life and s job lost due monetisation,1
very pertinent question the youth india should pose modi and remind him,1
you mean like modi replies secret with love filled wishes,1
modi fascist none the above modi done only one actionde was done under his own xcutive power yet proved was dsigned for laundering black money white figures suggest more than more new taxspares have come within tax net not fascist,1
modi only selling tshirt trying sell nation some yrs back someone sold one game changing promise hoors now someone trying sell nation offering,0
how dare you say this having paki partner the son top security man the business interests fuhrerâ€™ friend landed him unscheduledarenâ€™ grounds enough call the head govt unpatriotic have sense before calling modi names,1
maybe the good reason you are looking for having place live city you dont own place are you proposing landlords should have give away their apartments without rent,1
hindu are not safe pakistan modi should somthing for them minority must demand separate land pakistan india has made separate land for muslims like pakistan bangladesh,0
understand all against anti zealotry the recent cases still willing give both modi rss benefit doubt that they did not order these but they could tone down ask the state government tone down their stance for the moment,0
chowkidhar madam pakistan has decided open the sharadha peeth corridor which diplomatic victory for sri imranji khan yourself and the fake chowkidhar modi will left blinking and fumbling,0
worth reading after reading chain news reports from reputed groups like bbc nyt etc ive been wondering they have joined antimodi mahathugbandhan looking for their election symbols,1
modi governement the best example,1
the attraction that binds the opposition parties together against modi fatal and the ferocity their attacks him astounding what godâ€™ name has done given direction the nation raised the prestige india the international community,1
gdp growth high unemployment years high data are fake modi,0
idiot was given your govt modi only tightened the screws check banks lending from and before that was your phone calls which screwed the banks,0
aap giving too much importance cong they need come the fighting mode and kick out both congbjp from delhi given the poor performance modi and the clowns that cong has delhi repeat very much possible,0
the only reason you need vote bjp that all those parties whom you blindly voted far congress being predominant they have screwed indiaindians royally made tons money not bjp under modi these yrs not one scam yrs,0
that modi â€™ years have scorched the middle ground politics obvious but the greater harm comes from complete destruction shared data values that rooted our debates,1
the india love not modis vision hindu only india,1
whether maddy wud hav responded not definitely have got dis urge unnecessarily troll this gentleman that maddy his only coz its modi actually maddy was responding our not modi amazing how all liberal bigots get together for something trivial this,1
dont forget lost the maximum soldiers the last one year interested our soldiers not counting the dead bodies the enemies neutral say with authority bjp had policy except being alliance partner kashmir voted for modi expectation,1
modi said ill give rs now pappu promising rs were going teach modi that such dole out should kept within limits voting against pappu pappu wins with such promise then modi will promise rs for next election right,1
opposition want modi apologise great projects like toilets for all gst note ban aadhar links tendering etc for what all praise modi modi but mahagathbandhan jds mla wants slap all who say modi modi,1
all those who think india has free media should read this article from prominent indian media insider and shocked the reality press freedom the worlds largest democracy put,1
salute modi man action,1
madam what about modis promises for the poor,0
royal family bussiness political party saari peediyan gareebi mitane naam public bewakoof banati rahee hain and now time over due modi,0
muslim first nobel laureate later simple,1
air india rewarding modi for reaching the highest tier frequent flyer program,1
à¥¨à¥¦à¥§à¥ª unknown name modi and his unseen vision given majorityà¥¤ à¥¨à¥¦à¥§à¥¯ modi himself his seen vision work done will give majorityà¥¤,0
dont know what will happen yet this seems better than lakhs promise and petrol s yea promise modi,1
modi has proven track record made guj model state during his tenure led progressive corruption free govt since his achievements are tangible swachh bharat gas electricity connections make india farmer support insurance ayushman bharat housing,1
fan kcr but will admit that his achievements are visible electricity water farmer support schemes much much less what modi govt delivered still won the mandate huge margin,1
point being people will see through pappus promises sane person will trust cong who have zero credibility most people vote based simple principle are better off than years ago think are and thats why will vote for modi again,1
chor chor chor chor chor mahachor maha chor maha chor maha chor stupid chors stupid chors stupid chors stupid honest modi hindustanis love modi will love modi,0
pakistan ministers scared modi they want raga the next indiapakistan perhaps doesnâ€™ know that majority ppl want modiji the next pmpeople india will not support pro pak party win india,1
the best,1
know islamic rep ind muslim man converts yrs hindu minor girl islam marriesrapes her not guilty any crime coz per ind law girl muslim per sharia yrs not minor our state promotes conversionrape jihad,1
how possible that when they are still fighting each otherfueling internal conflicts each other undemocratic some very violent unforgiving huge gap almost everything this idea remain social media,0
there nothing wrong narendra modi becomes this nation permanently that plenty looters can stopped from looting this country deserves the same,0
read properly first not aksing vote him asking votecoz tere jaise anpad logo kami nhias his duty spread awareness isme modi popularity kaha aayi,1
thats the case why modi gov continued mnega during campaign they calling the worst scheme they continued then the gave farmers merely months before election bjp got the biggest mandate but spoilt doing cast politics mandir politics,0
more years modi and gadkari and piyush goyal and sitharaman sushama swaraj india will different,1
what you mean bjp govt party all parties are private parties rahul gandhi times better than julala modi and will next,1
think heavily relying the rupees given anil ambani modi for his scheme,0
sir are big fan bjp modi have request for you please look into the condition doddakanneli kaadubisnahalli road pathetic difficult defend bjp with neighbors looking the condition the road major companies use this road,0
why modi not putting congress leaders behind bars corruption cases via,0
congress returns power expect this perhaps even more cess all people whose annual income greater than lakhs,1
kick out modi and his corrupt stooges create india for all and purge out the hindutva extremists,0
video shows rajasthan guv supporting modi for another term raj bhawan denies charge via,1
thats the criteria who better than grandson iron lady indira gandhi who divided pakistan into two,1
the intense battle for digital space narendra modi has edge over his rivals including rahul gandhi his,1
when say that modi does not come power india will doomed are not joking see what rahul just promised whole economic growth will collapse remember what has happened venezuela when they did same thing,1
fake news factory can you hive edited video modi lakh modi gave estimate black money not told that will bring lakh gajab kee fake news factory hai,0
only they come power there between rahul and distributing the money poor but modi already doing there lot difference between reality and day dream,0
modi supporter but south mumbai best candidate only doing hard work,1
government allowed isi enter our pathankot base and went uninvited pakistan honestly having voted modi for change realize known devil better than unknown devil,1
why seen with critical eye media godi media and rest chowkidaars bhakhts but didnt raise questions promised farmers lakh each account promised modi has touched the right chord,1
ppl are spcl chewtiyas many rural tilted congress when yogi started charge via meters for better electricity providing they admit that yogi better but want freebies this k can become disaster for bjp india unless modi comes with some masterstroke,1
modi has already built great educational institution for their kidsthey dont even have the place the institution called whatsaap university,1
these tamil farmers had protested jantar mantar delhi with skulls and bones the people who had killed themselves due the mounting debts,0
hello before coming power modi had promised gift kala dhan returned tax payers specially people paying income tax any update that,1
shes got black eye her own hand punched her for supporting modi,1
why trying prevent poor people farmers getting basic lively hood income scared chota modis cant loot scoot,0
sure certain will attracts most poor towards her partymay congress get majority its own due nyay scheme anger against modi,1
makes special request for players participating ipl,1
just how supposed good friends with you you see nothing wrong demonising entire community â€™ sincere question not rhetorical one,1
doesnâ€™ start its own the conditions provide path for giving platform for backward leaders addressing the problems poor peasants labourers path towards congress revival modi wasted golden mandate,1
this whole and bullshit only possible because the fact that modi opened bank accounts for almost everyone india under one his flagship program this basically moment for everyone,1
agree with the point that says that modi must not send letter pakistan was wrong step modi kitna bhi political diplomatic raha agrieved because bloody nation was behind pulwama,0
crore women over the last six years the decline according the periodic labour force survey plfs report nsso which the government has withheld more acute the working age group years,1
myself and all family members are working hard and honestly main bhi chowkidar and are ensuring you that modi sarkar coming again with full majority,1
but modi the and the others are not guess holding higher standards apply only when suits someone conveniently,1
not sure you asked how much money did modi blow with the immoral idea demonitisation not sure you asked how much black money was recovered,0
congress shud taken court and askedsubmit the blue print the budget thru which will manage this huge populist expenditure jeopardising going infra projects and damaging fiscal prudence achieved modi govt with great efficiency,1
harmony brotherhood defines our plural way living there beauty diversity our culture most significant feature spirit not only words that bjp mouth without practicing congress present strategy going benefit modi will again pappu become modiâ€™ asset,1
rubika mam highly owned bjp anchorshw reports fake news and just now told child debate praise modii heard she fakefake fake fake gya media,0
sad that education harvard could not broaden his narrow mind shri swamy says will give orders that the chowkidars have execute thats what everyone expects from the appointed chowkidars will dare give orders chowkidar narendra modi,0
great victory for modi govt,1
support first ever young honest dynamic candidate for chandigarh full time chowkidar amit rana needs blessing mhaguru world politics modi please help him,1
even modi brings jannat you know you people will not vote for him but not expecting anything from you and fulfilling his promise sub sath sub vikaas for betraying you will punished jahannam that the right place for many you,1
only those people who got the promised lakhs from modi have right question this,1
says there are jobs banking system mess small businesses down economy doldrums still assuring totalling â‚¹l admitting that modi has done well all areas,0
because whole country knows about the work done modi govt last years but important expose people like you but you dont have worry all bcoz every individual has decided bring coz,1
congress just facing landmines far lets see what happens when carpet bombing startsbrilliant article the way being resident gujarat have been seeing umpteen iterations suicide bombing congressmodi giving deathknell appeasement politics onceforall,1
most polished leader emerged under prime minister what eloquence shown come out strong leader most impressed jitendra singh rise the modi cabinet especially prime minister office indeed gem possession proud for narendra modi,1
only matter time time modizee starts selling tickets for his election rally bookmyshow new moniker will main bhi ticketseller narendra modi,1
â€™ debatable and prove even india has leader like modi and pak like ikevey issuesso weder lot gud peol india but derâ€™ mass majority indiaincludng curnt who proves dat nation theory was right,1
was the capability current fleet any chance against from modi iaf air chief none would have grieving for the absence rafale fighter jets india can spend for shiny expensive gadgets but any aggressive posture will meet another humiliation,0
this will work out maximum lakh crores per year which less than what modi doled out only ambani family per year for the last years why canâ€™ rahul gandhi spend the same amount poor people for the next years,0
better than modi way,1
after finding all false allegations against modi not paying off they now resorted this even they know ground slipping thick and fast from under their feet bechare,0
not mere modi rahul has taken the much larger shape left right and gonna favour right because what not right usually wrong,1
rahul gandhi proved that donâ€™ have any plan bring crore indian out poverty linehence making fake commitment inr k trust vote for modi will bring prosperity each indian dear voter earn what you deserve,0
modis programs and economic social development plans for india via,1
other than modi tak any name the list will boomerang big time for bjphoee better sense prevails,1
absolutely just like modi did made fake promises,0
friends old suspended pls follow,1
after years tight fiscal management modi govt rahul gandhi says let fiscal deficit hell ill just spend more collect less tax and bankrupt the nation,0
joke actor kamal haasan who dont have what takes win seat himself says will support all hate modi brigade win,1
and modi make marketing propaganda what does this mean anyways,0
bass kar oey zaidi you are hang till death any marshal law government missing person nation will happy because the line you have taken after watching modi last five year pakistani establishment very soft and seems sensible,1
modi â€™ eliminate extreme poverty india raga â€™ give â‚¹month and â‚¹year the poors poverty rateindia less than wdl,0
this how the indirectly using networks knew that dont have any cases against but what about this yrs who responsible for mothers life our yrs low social life two kids yrs pain modi,1
modi koo harane kee liye ekuch bhiiatleast dont make this country fall because your greed seat the chairlet people work hard earn money everyone not like you who just want nothing still enjoy life,1
pidis already defending modi lakh diya kya many indians are easy get fooled,1
you guys understand why raga says all math has been done for scheme possible and money will directly transferred bank economy was bad and there were bank accounts modi made economy better mumkin hai,0
lok sabha polls time right for narendra modi makers bet big the biopic âš¡,1
vote kar appeals everyone during tweetstorm the prime minister tweeted times just half hour sunday evening,0
modi govt needs course correct finance ministry with its babuâ€™ will destroy the economysadly the opposition will not raise these issues infact they might one step further and argue for more protection,1
mitro remember the lok sabha election election mps and not you just have vote for the best candidate from your lok sabha seat donâ€™ blinded this â€˜modi rahul for â€™ debate india cannot directly vote for the deshbhakt not netabhakt,1
this will lead complete destruction economy people who are supporting this idiot are really mad you have problem with modi oppose him but dont support for god sake such baseless schemes,0
evms were first used the byelection north paravur assembly constituency kerala for limited number polling stations,1
this act was amended january dolt pappus the prison sentence was increased from month two years and fine from â‚¹ l â‚¹ not single person booked under this act till scrapped modi govt god,1
think hes pleasing modi because knows that once will become normal citizenhe will have face cases related demolition babri mosquehe might end his life jail these yrspeople have shown the real face bjp its leadersit has lost all credibility,1
should not have better things from abroad when bjp chowkidars canâ€™ give better manifesto all they can shout may bjp should order this chowkidar vest from australia using adani group company all the chowkidars specifically first chowkidar modi,1
actually modi govt oppressing your billion people and interesting thing they are enjoying being victimsenjoy your slaveryextremism and congested culturewhat you can else expect from who doing politics over own people blood,1
cant wait see modi broken tears real tears,0
the western idea you have come with ubi univerasal basic income this idea has aready been tried and failed badly pls stop this propaganda and let india progress unde narendra modi,0
problem when are airport see everywhere modi staring down eyesore,0
not only youth bengal youth india wants narendra modi prime minister again and again,1
ill vote for modi until get lac account after that ill see and think about your proposal smjhe piddi,0
proudly saying that wonâ€™ support modi bcz are the people with brain you guys keep calling anti nationals whatever you want the great south indians are extra ordinary brilliant people â€â™€ï¸,1
cats dont kill handicapped rats they just keep them for fun dont you think modi doing the same congress,1
hasnâ€™ refused tyt she hasnâ€™ yet answered donâ€™ distort obama was closer modi and kamala supports the democratically elected leader tulsi calls assad brutal dictator,0
doesnt make false promises like modi has always delivered whatever has been promised you may check his track record you can count him,0
abhishek brohe never said that watch that full video and was referring modi,1
people who had problem with the modi government transfering free money into bank accounts now have problem with the congress party promising the same socialism begets more socialism there nothing more time for bjp come with even bigger number,1
all these are authentic and true this also makes proud the strong foundation modi xeroxxerox built excellent organizations worked with made possible may all dreams not dreamt also come true,1
disproportionate assets toti opposition will start crying and say vendetta politics and ask for the answer and from congress whose leader has gone the court against leaders but still prestitues and duffers will blame modi for this,0
had years antiincumbency and there were governance issues modi has proincumbency and awesome governance track record there will landslide victory for modi wont affect all,1
rahul respect masood azhar know that all bhakts are experts lying and spreading fake news about gentleman rahul and yes comparing hitler modi gentleman rahul not fair,0
you anti national how dare attack our dear prime minister modi for not creating jobs years and being completely incompetent this velied attack our most beloved modiji,1
help crooks like nirav modi and mallya scoot out the country stealing lakhs crores rupees saved poor indians the banks,0
why cant you through articles available both modi admirers modi haters and compare yourself you dont have anything but expect the prime minister respond you you simply congress supporter are you really interested realize years modiji,1
really what supports modi and thatâ€™ his pov you talk about strengthening democracy and troll someone who has opinion,1
this all political leaders tactics every wants chairs including modi why not leaders were elected per education specially just like ips ias all political leaders must withdraw appointed such people otherwise its going,1
what the reason why these promises are unfulfilled which promises are done lok sabha election the modi the country wants know about,1
since rahul gandhis only hope bring down narendra modi throw random freebie offers can someone ask how many farmers karnataka got the promised farm loan waiver since may when conjds govt came into existence you would shocked the implementation,0
missing national job market crore rural women over the last six years,0
modi has bent unemployment his favour unemployed youth with free jio internet will full time whatsapp watch videos and chant jsr,1
modis rally will support party candidates for senior bjp leader said more updates here,1
whats best for india not israel get modi out,1
you are typical mcp whose blaming the woman for not coming out rather the explanation janta looking for from modi what business had putting his elbow kareenas breasts grabbing macron ambanis wives,0
watch rahul gandhi reintroduces garibi hatao pledge bjp says garibi already down since thanks modi,1
indian aircraft act was amended january dolt pappus the prison sentence was increased from month two years and fine from â‚¹ l â‚¹ not single person booked under this act till scrapped modi govt god,1
india beats pakistan the most corrupt country asiaanother modi jumla exposedwhat about those faithfulâ€™ who seriously believed that would wipe out corruption,0
this what happens party when president chosen thro cwc corronation without competition modi battle hardened warrior standing tall amidst the ruins mahamilavatbandhan,0
has attacked pakistan lije modi has done has made surgical strike pak one through land and another through air diplomatically countries supporyed pak terrorusm but all the countries except china supporting india thats modi,1
you are still alive and tweeting you are protected from paki terrorists italian goons vote for modi,1
what about lakh promise from modi how much would have that part gdp,1
questioned modi will question rahul will continue question every public official and leader have good day salam,1
then you should thank modi for creating bank accounts for all the poors you left them from years otherwise you would have had hard time and know about your lies hard trust you again this will done our modi only good bye pappu,1
admit that the terms stated for nyay were not very explicit and there seems some confusion but the chowkidars who are trolling him citing that not show why they believe everything modi says the first place,1
will congress use jan dhan yojana account kyuki per congress was failure and now they are possibly planning use road modi bana diya now they are saying they bring bus,0
why this sanghi economist doesnâ€™ convince modi put higher duties chinese imports how someone financeilliterate pose heavy duties eventually indian tax payers merely writing induce fake nationalistic fervour,0
only thing did was respond positively modis call and the libtards started hounding him even worse the silence supposedly neutral kinds who get their knickers twist for every random remark made some bjp leader,0
modi with good englishthats all,1
the best tweet the year award goes even after years govt kangress couldnt eliminate poverty expects modi govt make india america just years,1
yes really governors support modi openly baki citizens bache hee nahi hain sab bhakt hain aur chowkidar hain,1
its very good for poor people rahul gandhi promises annual income support families earning under per month,1
does mean you are copy modi schemes can you please start trial project congress based states first what was success ration rajasthan and karnataka promises,1
this real promise cuz can sible but modi was lakh promise this was fake lair shame cuz not showing this and all time showing bjp news that reason ppl call,0
attack narendra modiØŒ funny video modi himself terrorist attack for indias security,1
the problem see only one side the coin and keep tweeting the same like tapricorder but other aide the xoin tells the aggressive modi also dont like tapricorder just use brains too that can see pisitive things also,0
sorry the loan amount waived off slave his masters lakh crores mandir wahi banaenge,0
ppl like this these pidis are bigger threat india than raga itselfitâ€™ not about modi bhakt think how the country can sustain this can congi but have live india and children have grow here this rate where will the country head,1
bjp headed for total humiliation uttar pradesh seeds its impending defeat were planted the day highly communal leader was appointed the post india not country extremes advani learnt after ayodhya modi yogi and amit will learn now,1
has rahul gandhi any sense even answer question properly let congress put forward noncorrupt ablesensible hardworking strong and patriotic indian for the post prime ministerwhos least eligible for comparison with then ask for votessick looters,1
there better alternative the country than modi presently period,1
you something different you talk about real things have not seen single progressive idea from any congress leader only modi chor hai and freebies nonsense,1
sab jhol hai bhai counter modis free income scheme per year announced this year interim budget congress president rahul gandhi has come with minimum income scheme per month and per year for farmerspoor families,1
yeah cong party jisne tak poor people bank tak nahin open karaya due loot farjiwada more than opened modi govt for fair transfer and transparent work,1
youre right krishna free money shouldnt provided but isnt this scheme helps people who are already working they just get extra money complete the minimum wage mark said someone working and getting will get extra and same goes for other people,1
beneficiaries ragas minincome guarantee scheme till todaysoniya gandi familychidambaram familynirav modiahmed patelvijay mallyamkhargedkshivkumaretctheyre from very poor farmers family,0
but worrisome promise gujarat was rock solid behind modi,0
wishes were horses sir from where will you provision approx lakh crore rupees and compromising what the cost this will modi bank for this new would needed have you delivered promises,1
modi govt should had taken action against raul vinci aka rahul gandhi his british citizenship which could had ended his dream temple run and elections dreams india instead ranting unimportant aspects,0
bibi pure news scathing endlines bcs its pappu did the math about families get k annual addl expense lakh crore the coffers dont think shd asking how plans fund that not concern its not modi,0
narendra modis great sense humor best funny speeches about rece via,1
blog when will learn instill dignity work especially those done hardworking immigrants like the nepalis such terrible thing that nepalis are contributing the economy doing work like chowkidari writes saransika pandey,0
are you talking about lakh smart cities and black money promises made modi jee,0
bhalla got call from jaitlie goyal was quick jump out his bed mindlessly criticise reason why modi has performed disastrously economic front bcoz looser economist consultants like bhalla lalla,1
this was hindu country what hurts more that still there are people india who donâ€™ relate themselves with this please see the writing the wall for your future wake stop islamisation bharat ensure modi back again regards,1
dont require chor only honest modi dogschors will bark will bark against modi till elections over results rd may,1
your point view that shri narendra modi have unrelenting passion for strengthening democracy india wtf you really believe that didnâ€™ say even wordleave aside taking action his party who publicly assaulted his party mla shoe democracy,0
cong ruled states while sonia maino folks narendrabhai modi outsider endless logic seen only south indian films giasuddin kotwals son can motilal term for grocer gandy can become gandhi damn the fool the originl gandhi bechara muft mein gaya,0
political parties should stop giving promises need action nation cant fooled various jumla now inc does crore poor people get per year rahul gandhi unveils minimum income support,0
foolishness ignore ground realities rjd candidate polled lakhs votes just less than winning bjp candidate during modi wave tanveer hassan all set defeat bjp begusarai will just take away some antimodi votes its losing contest from start,1
rofl look the bip cowards starting there useless rhetorical fake propaganda they know they are losing will the turning point overthrow this fascist modi govt,0
modi achievements unemployment rate yrs high lowest ecnomic growth gdp falling down rupee value falling ram mandir soldiers dieing rafael scam other scams demo failedlakhs farmers dieing india need people leader next,0
better than just hatemodi campaign isnâ€™,1
more power madhavan sir and vivek sir its sickening they are taking modi hatred another level,0
what wrong modi remaining till fit,0
while the antiyouth modi govt has completely failed the issue jobs the opposition also seems have solid blueprint address the crisis unemployment competitive populism cannot solve the big issues joblessness and farm income,0
gadhkari idiot who blurts out dung from his mouth this idiot should know that the canals and dams built congress provide water the whole country and this dhakkan talking about making waterway gadhe kisne mantri banaya feku chor modi chela hai yeh,0
answer should the same way like modi had arranged lacs each individual account though ppl are waiting for that small transaction from modi side,0
modi thousand one year poor farmers copied using his low will give k,0
modi govt already giving â‚¹ year all poor farmers holding one hectare land they are already more than poorest,1
cant tolerate film feel movie gonna hurt modi more than congress,1
shudder think what would happen modi does not win majority loot india would start fresh note chaos would prevail god please not inflict this situation the innocent people india,1
really modi tussi bohat mazakye but imran khan also taunt him with small man when going see this,0
yes and let these looters make farce promises and post elections strtt sucking the nations wealth again and yes only non deserving people not getting any subsidy and govt benefits under modi all needy and deserving only are getting served,1
accha den what abt manarega everyone were saying this scheme will disastrous for india what happened then your arun jaitley himself praises manarega its possible can debate that doing for votes but everyone does that like modi did,0
things that have changed massively favour recent times indians realising that they are safe under modis strong leadership fear how the same group thugs will come power loot the country again every indian standing strongly proudly with modi,1
rahul promises â‚¹ per annum poorest people now ready will tell lacs per month and much black money because main hoon,1
support modi you will satisfied see love peace country support modi your dream will come true,1
more people are needs join strength modi from defence services build new bharat where honest kisan poor and every section the nation can progress and live divinity vanda mataram jai hind,1
gay hind gandu chaie wala boy bana gandu geri legal kerdi why you are crying then jab modi milata nahein khan,1
victory for india the worry for these guys nothing else modi corrupt iike other family controlled parties some these people would have voted for modi also,0
now again gurdwara sahib and apologies for your stupid decisions because reality you are not serving india but serving modi doing everything wrong order cause trouble for delhi citizens revenge,0
fears from biopic that too acted vivek oberoi whom they were teasing for his acting skillsdoes the life interesting that they are already fearing before release,1
what the connection with freebies and jawans what you call k farmers election and ayushman bharat and other subsidies modi govt not parsad but freebies only since you financial expert you should know that other subsidies gets subsumed with such schemes,0
why sir are worried talk about didi inspired issues they should have the courage speak this loud they hatemodi and remove bjp items,1
rahul gandhi and congres dont have single valid issue criticise modi government,0
are resigning are crying this means brexit the policy government not stable bjp strong they shaffel indians worker wanted give railways run agents malya trapped aroya modi trapped sahara trapped there cornered brexit greece debth,0
poor and want modi win,1
atleast this goes poor people modi has distributed money rich industrialists,0
movie based the life all set release before its called narendra modi pick better title,1
you are right but modi sarkar main agenda spread hate religious communities backward communities want use every achievement any individual gain name fame personal and political benefits this tweet urs right then look back what were promoting,0
modi would more bigger promises and you all will come front and defence him,1
replied with love letter,1
what was modi doing before elections lakh per personbring back black money and distribute taxpayers crore jobs per yearnobody bigger liar than modi,0
that you said india has enough money for this scheme wonder why your party couldnâ€™ launch during upa and your government didnâ€™ even have enough money for orop and buy rafales you mean india after five years modi govt has enough money,0
are sir give some comments atrocities that faced two hindu girls pakistan they forcibly converted sorry you also get converted forcibly modi,1
you still did not answer that why modi was not able bring the black money back which promised did get back the money equivalent about lakh per person not saying should deposit but asking why dint come back,0
browse the tweet and you will have clear idea how using fouls language for modi modi never used such language but asking public vote order strengthen the democracy,1
sahi kaharagdo modi kobut rahul saamne comparisonab main tweet aata hunnyay wrong step current budgeting environmentsubsidy regimewhich still hold after much rhetorical banter with yourather ask rahul give universal job guarantee and take vote,0
they stopped working they will stop getting extra too right the point make minimum wage like western countries this might success failure but this does sounds promising its not like giving away money for free and make them more lazy,1
modi will rule forever next years more elections please all food home and job will given free along with lakhs bank account told are waiting,1
the first poster modi biopic the left and the new poster the right clearly vivek oberoi the second pic who the hell the first thats not vivek oberoi from any angle see the other two photos well,1
yes its comic movie without comedy but struggles,1
wise see wind favour modiall pseudo secularists have long faces today,1
war not the first option for any country but india cannot keep quiet when enemy hit our soldiers modi tried for yrs but too ran out options and now showing what ondia can pak,1
absolute power sapna poora lets have some peace india lets have real growth lets have happiness unity and prosperity the indian society lets have,1
what you are doing encouraging voters vote strengthen our democracy theres nothing void there this antimodi hang who from now will you whatever you say its best just ignore them sir,1
modi incarnation alla everyone will progress under himhe will take care crore greater bharat ppl indiapkstn,1
moodyâ€™ upgraded india sovereign credit rating from baa baa for the first time years all this happening under modi govt via namo app,1
have doubt about the fact that modi will sweep majority however sincerely hope see positive and refreshing changes within the mindset the government with outlook towards being progressive and civil nation,1
though modi himself responsible for modi hindu nationalist was expected raise issues hindus like murder ramalingam and recent manoj baba case but himself has not raised this then reason expect islamist indian media raise those cases,1
shame corrupt and whats about when give imran khan haha,0
then orop was still long pending but neglected demand today due modi govt orop reality our heroes have been respected and their rights have been honoured via namo app,0
oo are scared buwahahahah imran masood will not able cut his chicken into pieces modi naam sunke usko tahaarat krni pdti hai,0
fools dont know the difference between profligacy and prudence and know how well rahul gand doing with the promised handouts already know what will gets elected money because modi spent here raabert take for that statement,0
parents beware what sign its kids life stake once converted will tough cme back stanes high coimbatore asks parents sign agree that they have objections their wards are taught protestant christian principles and this school repute,0
why cong never opened bank for poor due forgery royal family and its courtier years ruled modi govt had opened due fair and transparent fund tfr their,1
good luck rahul remove uneducated modi government,1
modi welcome back bihar,1
northeast india was totally neglected now northeast leads new indias growth story modi himself has visited the region more than times via namo app,1
would have reacted differently then mamta etc should introspect you dont have right question madhavan and are asshole dont compare them with modi,1
perfect example how social evils pervade man despite his educational and economic background the midst identity becoming joke cant chowkidar brahmin subramanian swamy elections news,1
yes just use your brain instead fall for that sanghi propaganda for modi did that did this our army not safe how can safe the question need ask understand current situation india surgical strikes are not new but publicity,1
then job seekers now job creators due modi govts mudra and startup india schemes via namo app,0
indian youth react modi governance bjp leader comments women proud woman you must enjoy how you are described your colleagues,1
gdp modi has distributed rich industrialists canâ€™ spend instead for poor,0
thread what editorial has say about upcoming general elections india modi leadership and impact india chins rels few highlights,0
china has virtually nothing with indias general elections yet modi has begun play the china card divert the electorates focus,1
heard that modis had made two india one rich india other poor india just clarify without lying you sonia gandhi priyanka gandhi vadra robert vadra comes which india,0
unlikely indians will accept rahul gandhi the countrys modi could finally win his reelection would desist from the china card taking national interest into top consideration,1
modi makes the general elections will rationally handle relations with china,1
what utter crap this same rule applies modis farmer income,0
will never support bjp coz hindus always vote development muslims always vote islam btw dont ask wht modi has done first tell what have done for country india secular democratic only bcoz hindus majority believe acceptance togetherness,1
well its fact most indians will criticize any from nehru modi also but wont find anyone who will criticize lbs except dynasty,1
hehe whrs lac black money tht modi promised bring back whrs jobswhrs price petrol now plenty morekabhi tym mile ispe bhi gaur karo bhakt,0
why then modi waived lakh crore few richest individuals country mrs failed economist that was doable then why not this think positive,0
those asking modi sharing newspaper articles ask them why exactly what has been the exact fall numbers say gdp economic indices etc state the reasons factually why modi must youll draw blank,1
women empowering site how did win elections,1
exactly initially modi gave lakhs now rahul will give thousand trying make more realistic than the former but dont worry you should have firm belief now that all that they say doesnt happen making the economy handling lesser concern,1
final assault poverty another garibi hatao balloon floated until govt had money even buy rafale aircraft there much money pay k everyone how because modi govt opposition,1
owasi hit modi open but inner circles hugs him delhi this aspect known every indian hence not bluff public first you win from hyderabad and see secure seats friend aimm after elections,1
modi and companies are the real face enemies for india like two parts coins like the way hes use was like given hates and remove peace from nation à¤¾à¥‡à¤¶à¤¬à¤šà¤¾,1
hey guys first ever radio show goes live today why didnâ€™ know about excited and best luck you,1
after the election modi will get the citizenship amendment bill and then see the mass migration persecuted hindus from pak bangladesh afghanistanwherever there muslim majority country other minority can thrive this has been all over the world and the truth,0
raga that you said india has enough money for this scheme wonder why your party couldnâ€™ launch during upa your government didnâ€™ even have enough money for orop and buy rafales you mean india after five years modi govt has enough money,0
and hes been asking about employment modi however today admitted that today while announcing his scheme told journalist that everyone india working what pappu yaar all this while why had been crying over jobs when noone unemployed,0
